Name,id,nametype,Type of meteorite,Class of meteorite,Mass in gramms,fall,Fell or found ?,Year,reclat,reclong,GeoLocation
Simbirsk (of P. Partsch),23602,Valid,Typical meteorite,OC,1500,Found,Found: the meteorite's fall was not observed,1838,54.300000,48.400000,"(54.300000, 48.400000)"
Little Piney,14664,Valid,Typical meteorite,L5,491,Fell,Fell: the meteorite's fall was observed ,1839,37.916670,-92.083330,"(37.916670, -92.083330)"
Asheville,2347,Valid,Typical meteorite,"Iron, IIIAB",800,Found,Found: the meteorite's fall was not observed,1839,35.583330,-82.533330,"(35.583330, -82.533330)"
Black Mountain,5066,Valid,Typical meteorite,"Iron, IAB-MG",800,Found,Found: the meteorite's fall was not observed,1839,35.583330,-82.350000,"(35.583330, -82.350000)"
Smithland,23650,Valid,Typical meteorite,"Iron, IVA",5000,Found,Found: the meteorite's fall was not observed,1839,37.133330,-88.400000,"(37.133330, -88.400000)"
Putnam County,18906,Valid,Typical meteorite,"Iron, IVA",32700,Found,Found: the meteorite's fall was not observed,1839,33.250000,-83.250000,"(33.250000, -83.250000)"
Uden,24103,Valid,Typical meteorite,LL7,710,Fell,Fell: the meteorite's fall was observed ,1840,51.650000,5.616670,"(51.650000, 5.616670)"
Karakol,12256,Valid,Typical meteorite,LL6,3000,Fell,Fell: the meteorite's fall was observed ,1840,47.216670,81.016670,"(47.216670, 81.016670)"
Cereseto,5308,Valid,Typical meteorite,H5,6460,Fell,Fell: the meteorite's fall was observed ,1840,45.083330,8.300000,"(45.083330, 8.300000)"
Smithville,23654,Valid,Typical meteorite,"Iron, IAB-MG",70500,Found,Found: the meteorite's fall was not observed,1840,35.983330,-85.850000,"(35.983330, -85.850000)"
Carthage,5282,Valid,Typical meteorite,"Iron, IIIAB",127000,Found,Found: the meteorite's fall was not observed,1840,36.266670,-85.983330,"(36.266670, -85.983330)"
Magura,15388,Valid,Typical meteorite,"Iron, IAB-MG",150000,Found,Found: the meteorite's fall was not observed,1840,49.333330,19.483330,"(49.333330, 19.483330)"
Abo,8,Valid,Typical meteorite,H,1.2,Found,Found: the meteorite's fall was not observed,1840,60.433330,22.300000,"(60.433330, 22.300000)"
Grüneberg,11426,Valid,Typical meteorite,H4,1000,Fell,Fell: the meteorite's fall was observed ,1841,51.933330,15.500000,"(51.933330, 15.500000)"
St. Christophe-la-Chartreuse,23082,Valid,Typical meteorite,L6,5500,Fell,Fell: the meteorite's fall was observed ,1841,46.950000,-1.500000,"(46.950000, -1.500000)"
Château-Renard,5332,Valid,Typical meteorite,L6,30000,Fell,Fell: the meteorite's fall was observed ,1841,47.933330,2.916670,"(47.933330, 2.916670)"
Petropavlovsk,18803,Valid,Typical meteorite,"Iron, ungrouped",7000,Found,Found: the meteorite's fall was not observed,1841,53.350000,87.183330,"(53.350000, 87.183330)"
Aumieres,4900,Valid,Typical meteorite,L6,2000,Fell,Fell: the meteorite's fall was observed ,1842,44.333330,3.233330,"(44.333330, 3.233330)"
Barea,4946,Valid,Typical meteorite,Mesosiderite-A1,3200,Fell,Fell: the meteorite's fall was observed ,1842,42.383330,-2.500000,"(42.383330, -2.500000)"
Milena,16640,Valid,Typical meteorite,L6,10000,Fell,Fell: the meteorite's fall was observed ,1842,46.183330,16.100000,"(46.183330, 16.100000)"
Myhee Caunta,16887,Valid,Typical meteorite,OC,,Fell,Fell: the meteorite's fall was observed ,1842,23.050000,72.633330,"(23.050000, 72.633330)"
Babb's Mill (Troost's Iron),4916,Valid,Typical meteorite,"Iron, ungrouped",6400,Found,Found: the meteorite's fall was not observed,1842,36.300000,-82.883330,"(36.300000, -82.883330)"
Manegaon,15403,Valid,Typical meteorite,Diogenite,50,Fell,Fell: the meteorite's fall was observed ,1843,20.966670,76.100000,"(20.966670, 76.100000)"
Klein-Wenden,12332,Valid,Typical meteorite,H6,3250,Fell,Fell: the meteorite's fall was observed ,1843,51.600000,10.800000,"(51.600000, 10.800000)"
Bishopville,5059,Valid,Typical meteorite,Aubrite,6000,Fell,Fell: the meteorite's fall was observed ,1843,34.166670,-80.283330,"(34.166670, -80.283330)"
Verkhne Tschirskaia,24165,Valid,Typical meteorite,H5,8000,Fell,Fell: the meteorite's fall was observed ,1843,48.416670,43.200000,"(48.416670, 43.200000)"
Utrecht,24135,Valid,Typical meteorite,L6,9700,Fell,Fell: the meteorite's fall was observed ,1843,52.116670,5.183330,"(52.116670, 5.183330)"
Picote,18816,Valid,Typical meteorite,Stone-uncl,,Fell,Fell: the meteorite's fall was observed ,1843,41.366670,-6.233330,"(41.366670, -6.233330)"
Berdyansk,5027,Valid,Typical meteorite,L6,2250,Found,Found: the meteorite's fall was not observed,1843,46.750000,36.816670,"(46.750000, 36.816670)"
Killeter,12309,Valid,Typical meteorite,H6,140,Fell,Fell: the meteorite's fall was observed ,1844,54.666670,-7.666670,"(54.666670, -7.666670)"
Cosina,5451,Valid,Typical meteorite,H5,1200,Fell,Fell: the meteorite's fall was observed ,1844,21.166670,-100.866670,"(21.166670, -100.866670)"
Favars,10078,Valid,Typical meteorite,H5,1500,Fell,Fell: the meteorite's fall was observed ,1844,44.383330,2.816670,"(44.383330, 2.816670)"
Ruff's Mountain,22779,Valid,Typical meteorite,"Iron, IIIAB",53070,Found,Found: the meteorite's fall was not observed,1844,34.300000,-81.400000,"(34.300000, -81.400000)"
Le Teilleul,12749,Valid,Typical meteorite,Howardite,780,Fell,Fell: the meteorite's fall was observed ,1845,48.533330,-0.866670,"(48.533330, -0.866670)"
Le Pressoir,12748,Valid,Typical meteorite,H5,3000,Fell,Fell: the meteorite's fall was observed ,1845,47.166670,0.433330,"(47.166670, 0.433330)"
Barratta,4951,Valid,Typical meteorite,L4,200000,Found,Found: the meteorite's fall was not observed,1845,-35.300000,144.566670,"(-35.300000, 144.566670)"
Cape Girardeau,5260,Valid,Typical meteorite,H6,2300,Fell,Fell: the meteorite's fall was observed ,1846,37.266670,-89.583330,"(37.266670, -89.583330)"
Monte Milone,16726,Valid,Typical meteorite,L5,3130,Fell,Fell: the meteorite's fall was observed ,1846,43.266670,13.350000,"(43.266670, 13.350000)"
Schönenberg,23460,Valid,Typical meteorite,L6,8000,Fell,Fell: the meteorite's fall was observed ,1846,48.116670,10.466670,"(48.116670, 10.466670)"
Jackson County,12066,Valid,Typical meteorite,"Iron, IIIAB",450,Found,Found: the meteorite's fall was not observed,1846,36.416670,-85.500000,"(36.416670, -85.500000)"
Assam,2351,Valid,Typical meteorite,L5,2700,Found,Found: the meteorite's fall was not observed,1846,26.000000,92.000000,"(26.000000, 92.000000)"
Deep Springs,6637,Valid,Typical meteorite,"Iron, ungrouped",11500,Found,Found: the meteorite's fall was not observed,1846,36.500000,-79.750000,"(36.500000, -79.750000)"
Netschaëvo,16949,Valid,Typical meteorite,"Iron, IIE-an",250000,Found,Found: the meteorite's fall was not observed,1846,54.233330,35.150000,"(54.233330, 35.150000)"
Marion (Iowa),15424,Valid,Typical meteorite,L6,28400,Fell,Fell: the meteorite's fall was observed ,1847,41.900000,-91.600000,"(41.900000, -91.600000)"
Braunau,5133,Valid,Typical meteorite,"Iron, IIAB",39000,Fell,Fell: the meteorite's fall was observed ,1847,50.600000,16.300000,"(50.600000, 16.300000)"
Murfreesboro,16877,Valid,Typical meteorite,"Iron, ungrouped",8600,Found,Found: the meteorite's fall was not observed,1847,35.833330,-86.416670,"(35.833330, -86.416670)"
Singhur,23612,Valid,Typical meteorite,Pallasite?,14180,Found,Found: the meteorite's fall was not observed,1847,18.316670,73.916670,"(18.316670, 73.916670)"
Seeläsgen,23474,Valid,Typical meteorite,"Iron, IAB-MG",102000,Found,Found: the meteorite's fall was not observed,1847,52.266670,15.550000,"(52.266670, 15.550000)"
Castine,5293,Valid,Typical meteorite,L6,94,Fell,Fell: the meteorite's fall was observed ,1848,44.383330,-68.750000,"(44.383330, -68.750000)"
Ski,23621,Valid,Typical meteorite,L6,850,Fell,Fell: the meteorite's fall was observed ,1848,59.733330,10.866670,"(59.733330, 10.866670)"
Dharwar,6699,Valid,Typical meteorite,OC,1800,Fell,Fell: the meteorite's fall was observed ,1848,14.883330,75.600000,"(14.883330, 75.600000)"
Marmande,15429,Valid,Typical meteorite,L5,3000,Fell,Fell: the meteorite's fall was observed ,1848,44.500000,0.150000,"(44.500000, 0.150000)"
Monroe,16720,Valid,Typical meteorite,H4,8600,Fell,Fell: the meteorite's fall was observed ,1849,35.250000,-80.500000,"(35.250000, -80.500000)"
Chesterville,5343,Valid,Typical meteorite,"Iron, IIAB",16500,Found,Found: the meteorite's fall was not observed,1849,34.700000,-81.200000,"(34.700000, -81.200000)"
Fukue,10835,Valid,Typical meteorite,Iron,7.3,Found,Found: the meteorite's fall was not observed,1849,32.700000,128.850000,"(32.700000, 128.850000)"
Sayh al Uhaymir 557,56432,Valid,Typical meteorite,H4,3,Found,Found: the meteorite's fall was not observed,Unknown,20.174170,56.511110,"(20.174170, 56.511110)"
Rio Bunge,22607,Valid,Typical meteorite,L,11,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 770,56500,Valid,Typical meteorite,L4,26,Found,Found: the meteorite's fall was not observed,Unknown,19.812220,56.490830,"(19.812220, 56.490830)"
Jiddat al Harasis 749,56464,Valid,Typical meteorite,L5,33,Found,Found: the meteorite's fall was not observed,Unknown,19.848060,56.441390,"(19.848060, 56.441390)"
Jiddat al Harasis 765,56495,Valid,Typical meteorite,H4,45,Found,Found: the meteorite's fall was not observed,Unknown,19.803330,56.469170,"(19.803330, 56.469170)"
Northwest Africa 4112,34384,Valid,Typical meteorite,L6,45,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 762,56492,Valid,Typical meteorite,L5,46,Found,Found: the meteorite's fall was not observed,Unknown,19.848610,56.436110,"(19.848610, 56.436110)"
Jiddat al Harasis 725,56440,Valid,Typical meteorite,L5,49,Found,Found: the meteorite's fall was not observed,Unknown,19.748060,55.755280,"(19.748060, 55.755280)"
Jiddat al Harasis 760,56475,Valid,Typical meteorite,H5,49,Found,Found: the meteorite's fall was not observed,Unknown,19.681940,55.593610,"(19.681940, 55.593610)"
Northwest Africa 5789,49469,Valid,Typical meteorite,Martian (shergottite),49,Found,Found: the meteorite's fall was not observed,Unknown,0.000000,0.000000,"(0.000000, 0.000000)"
Northwest Africa 5807,50685,Valid,Typical meteorite,H3,50,Found,Found: the meteorite's fall was not observed,Unknown,0.000000,0.000000,"(0.000000, 0.000000)"
Jiddat al Harasis 754,56469,Valid,Typical meteorite,L5,51,Found,Found: the meteorite's fall was not observed,Unknown,19.849170,56.460560,"(19.849170, 56.460560)"
Jiddat al Harasis 779,56509,Valid,Typical meteorite,L4,57,Found,Found: the meteorite's fall was not observed,Unknown,19.845280,56.443890,"(19.845280, 56.443890)"
Northwest Africa 4058,34330,Valid,Typical meteorite,LL6,58,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4104,34376,Valid,Typical meteorite,H4,60,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 763,56493,Valid,Typical meteorite,L5,62,Found,Found: the meteorite's fall was not observed,Unknown,19.843890,56.441670,"(19.843890, 56.441670)"
Northwest Africa 4142,34414,Valid,Typical meteorite,H4,63,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 768,56498,Valid,Typical meteorite,L4,64,Found,Found: the meteorite's fall was not observed,Unknown,19.811110,56.510560,"(19.811110, 56.510560)"
Dhofar 1741,56479,Valid,Typical meteorite,H5,66,Found,Found: the meteorite's fall was not observed,Unknown,19.107780,54.821670,"(19.107780, 54.821670)"
Northwest Africa 4052,34324,Valid,Typical meteorite,L3-6,66,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 728,56443,Valid,Typical meteorite,H4,69,Found,Found: the meteorite's fall was not observed,Unknown,19.681110,55.698060,"(19.681110, 55.698060)"
Northwest Africa 4084,34356,Valid,Typical meteorite,H3,70,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4117,34389,Valid,Typical meteorite,H3/4,70,Found,Found: the meteorite's fall was not observed,Unknown,,,
Kalahari 007,30736,Valid,Typical meteorite,H4,72,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 766,56496,Valid,Typical meteorite,L4,73,Found,Found: the meteorite's fall was not observed,Unknown,19.812220,56.490830,"(19.812220, 56.490830)"
Jiddat al Harasis 756,56471,Valid,Typical meteorite,L5,74,Found,Found: the meteorite's fall was not observed,Unknown,19.859440,56.453890,"(19.859440, 56.453890)"
Dhofar 1747,56485,Valid,Typical meteorite,H5,81,Found,Found: the meteorite's fall was not observed,Unknown,19.055560,54.509170,"(19.055560, 54.509170)"
Dhofar 1743,56481,Valid,Typical meteorite,L4,84,Found,Found: the meteorite's fall was not observed,Unknown,19.060830,54.879440,"(19.060830, 54.879440)"
Cochabamba,5389,Valid,Typical meteorite,CM2,85,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 776,56506,Valid,Typical meteorite,L4,85,Found,Found: the meteorite's fall was not observed,Unknown,19.816390,56.490280,"(19.816390, 56.490280)"
Kalahari 004,30733,Valid,Typical meteorite,H5,87,Found,Found: the meteorite's fall was not observed,Unknown,,,
Dhofar 1752,56490,Valid,Typical meteorite,H5,88,Found,Found: the meteorite's fall was not observed,Unknown,19.237220,54.745830,"(19.237220, 54.745830)"
Espiritu Santo,10053,Valid,Typical meteorite,"Iron, IIIAB",89,Found,Found: the meteorite's fall was not observed,Unknown,20.000000,-102.183330,"(20.000000, -102.183330)"
Jiddat al Harasis 767,56497,Valid,Typical meteorite,L4,91,Found,Found: the meteorite's fall was not observed,Unknown,19.810830,56.510830,"(19.810830, 56.510830)"
Ramlat as Sahmah 426,56439,Valid,Typical meteorite,H4,92,Found,Found: the meteorite's fall was not observed,Unknown,20.113060,56.397500,"(20.113060, 56.397500)"
Jiddat al Harasis 743,56458,Valid,Typical meteorite,L4,105,Found,Found: the meteorite's fall was not observed,Unknown,19.830280,56.481940,"(19.830280, 56.481940)"
Jiddat al Harasis 788,56520,Valid,Typical meteorite,H4,108,Found,Found: the meteorite's fall was not observed,Unknown,19.733610,55.717780,"(19.733610, 55.717780)"
Dhofar 1750,56488,Valid,Typical meteorite,H5,123,Found,Found: the meteorite's fall was not observed,Unknown,19.186390,54.614720,"(19.186390, 54.614720)"
Northwest Africa 2188,30900,Valid,Typical meteorite,H4,129,Found,Found: the meteorite's fall was not observed,Unknown,,,
Sleeper Camp 005,23631,Valid,Typical meteorite,H5,129,Found,Found: the meteorite's fall was not observed,Unknown,-30.173670,126.292330,"(-30.173670, 126.292330)"
Dhofar 1739,56477,Valid,Typical meteorite,H4,130,Found,Found: the meteorite's fall was not observed,Unknown,19.176940,54.894170,"(19.176940, 54.894170)"
Jiddat al Harasis 777,56507,Valid,Typical meteorite,L4,130,Found,Found: the meteorite's fall was not observed,Unknown,19.820000,56.445000,"(19.820000, 56.445000)"
Northwest Africa 5782,49462,Valid,Typical meteorite,Acapulcoite/lodranite,130,Found,Found: the meteorite's fall was not observed,Unknown,0.000000,0.000000,"(0.000000, 0.000000)"
Jiddat al Harasis 774,56504,Valid,Typical meteorite,L4,131,Found,Found: the meteorite's fall was not observed,Unknown,19.811110,56.422220,"(19.811110, 56.422220)"
Northwest Africa 4157,34429,Valid,Typical meteorite,L3,135,Found,Found: the meteorite's fall was not observed,Unknown,,,
Kalahari 002,30731,Valid,Typical meteorite,H5,141,Found,Found: the meteorite's fall was not observed,Unknown,,,
Dhofar 910,7613,Valid,Typical meteorite,Lunar (anorth),142,Found,Found: the meteorite's fall was not observed,Unknown,19.331730,54.778900,"(19.331730, 54.778900)"
Northwest Africa 5819,50697,Valid,Typical meteorite,L4,147,Found,Found: the meteorite's fall was not observed,Unknown,0.000000,0.000000,"(0.000000, 0.000000)"
Jiddat Arkad 003,56529,Valid,Typical meteorite,L5,148,Found,Found: the meteorite's fall was not observed,Unknown,18.968890,56.426110,"(18.968890, 56.426110)"
Northwest Africa 2055,30844,Valid,Typical meteorite,H4,148,Found,Found: the meteorite's fall was not observed,Unknown,,,
Kalahari 001,30730,Valid,Typical meteorite,H4/5,150,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 732,56447,Valid,Typical meteorite,L5,154,Found,Found: the meteorite's fall was not observed,Unknown,19.696110,56.226940,"(19.696110, 56.226940)"
Kalahari 006,30735,Valid,Typical meteorite,H5,157,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4156,34428,Valid,Typical meteorite,H/L6,165,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 781,56511,Valid,Typical meteorite,L4,169,Found,Found: the meteorite's fall was not observed,Unknown,19.797500,56.433610,"(19.797500, 56.433610)"
Northwest Africa 4102,34374,Valid,Typical meteorite,L6,169,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 720,56434,Valid,Typical meteorite,H4,172,Found,Found: the meteorite's fall was not observed,Unknown,19.686110,55.683610,"(19.686110, 55.683610)"
Jiddat al Harasis 752,56467,Valid,Typical meteorite,L5,174,Found,Found: the meteorite's fall was not observed,Unknown,19.823610,56.440560,"(19.823610, 56.440560)"
Jiddat al Harasis 757,56472,Valid,Typical meteorite,LL5,178,Found,Found: the meteorite's fall was not observed,Unknown,19.721390,55.709440,"(19.721390, 55.709440)"
Jiddat al Harasis 784,56514,Valid,Typical meteorite,H4,182,Found,Found: the meteorite's fall was not observed,Unknown,19.843330,56.420830,"(19.843330, 56.420830)"
Northwest Africa 4079,34351,Valid,Typical meteorite,L5,192,Found,Found: the meteorite's fall was not observed,Unknown,,,
Dhofar 911,7614,Valid,Typical meteorite,Lunar (anorth),194,Found,Found: the meteorite's fall was not observed,Unknown,19.331670,54.776670,"(19.331670, 54.776670)"
Northwest Africa 4055,34327,Valid,Typical meteorite,L6,196,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4125,34397,Valid,Typical meteorite,L5/6,209,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 1809,30782,Valid,Typical meteorite,LL6,214,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 2016,17608,Valid,Typical meteorite,H4,215,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4074,34346,Valid,Typical meteorite,H5/6,216,Found,Found: the meteorite's fall was not observed,Unknown,,,
Kalahari 005,30734,Valid,Typical meteorite,H5,220,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 786,56518,Valid,Typical meteorite,L5,227,Found,Found: the meteorite's fall was not observed,Unknown,19.841390,55.887220,"(19.841390, 55.887220)"
Jiddat al Harasis 789,56521,Valid,Typical meteorite,L6,227,Found,Found: the meteorite's fall was not observed,Unknown,19.706390,55.742220,"(19.706390, 55.742220)"
Northwest Africa 5291,48961,Valid,Typical meteorite,H5,230,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4109,34381,Valid,Typical meteorite,L6,233,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 1239,17190,Valid,Typical meteorite,Diogenite-pm,237,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4073,34345,Valid,Typical meteorite,H6,242,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4155,34427,Valid,Typical meteorite,H/L6,247,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 797,56530,Valid,Typical meteorite,L5,249,Found,Found: the meteorite's fall was not observed,Unknown,19.733060,55.571110,"(19.733060, 55.571110)"
Northwest Africa 4066,34338,Valid,Typical meteorite,H5,254,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4101,34373,Valid,Typical meteorite,H4,261,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 750,56465,Valid,Typical meteorite,L5,269,Found,Found: the meteorite's fall was not observed,Unknown,19.823060,56.465560,"(19.823060, 56.465560)"
Jiddat al Harasis 758,56473,Valid,Typical meteorite,L6,271,Found,Found: the meteorite's fall was not observed,Unknown,19.774720,55.687500,"(19.774720, 55.687500)"
Jiddat al Harasis 722,56436,Valid,Typical meteorite,H5,291,Found,Found: the meteorite's fall was not observed,Unknown,19.674170,55.636110,"(19.674170, 55.636110)"
Northwest Africa 4060,34332,Valid,Typical meteorite,L6,292,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 5852,50730,Valid,Typical meteorite,L6,293,Found,Found: the meteorite's fall was not observed,Unknown,0.000000,0.000000,"(0.000000, 0.000000)"
Northwest Africa 1811,17491,Valid,Typical meteorite,LL6,300,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 727,56442,Valid,Typical meteorite,L6,301,Found,Found: the meteorite's fall was not observed,Unknown,19.698890,55.755000,"(19.698890, 55.755000)"
Northwest Africa 2227,30909,Valid,Typical meteorite,Eucrite,302,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 054,17064,Valid,Typical meteorite,LL5,305,Found,Found: the meteorite's fall was not observed,Unknown,32.050000,-3.033330,"(32.050000, -3.033330)"
Northwest Africa 4110,34382,Valid,Typical meteorite,L6,309,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 051,17061,Valid,Typical meteorite,L4,330,Found,Found: the meteorite's fall was not observed,Unknown,29.916670,-5.583330,"(29.916670, -5.583330)"
Northwest Africa 4139,34411,Valid,Typical meteorite,H6,341,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 759,56474,Valid,Typical meteorite,L5,347,Found,Found: the meteorite's fall was not observed,Unknown,19.715560,55.719170,"(19.715560, 55.719170)"
Jiddat al Harasis 792,56524,Valid,Typical meteorite,H6,353,Found,Found: the meteorite's fall was not observed,Unknown,19.818890,55.932500,"(19.818890, 55.932500)"
Jiddat al Harasis 740,56455,Valid,Typical meteorite,L4,354,Found,Found: the meteorite's fall was not observed,Unknown,19.789170,56.484720,"(19.789170, 56.484720)"
Northwest Africa 726,17808,Valid,Typical meteorite,H4,354,Found,Found: the meteorite's fall was not observed,Unknown,31.033330,-4.000000,"(31.033330, -4.000000)"
Jiddat al Harasis 778,56508,Valid,Typical meteorite,L4,367,Found,Found: the meteorite's fall was not observed,Unknown,19.830280,56.437500,"(19.830280, 56.437500)"
Northwest Africa 057,17067,Valid,Typical meteorite,H5,370,Found,Found: the meteorite's fall was not observed,Unknown,27.166670,-9.500000,"(27.166670, -9.500000)"
Jiddat al Harasis 734,56449,Valid,Typical meteorite,L4,371,Found,Found: the meteorite's fall was not observed,Unknown,19.182220,56.430560,"(19.182220, 56.430560)"
Jiddat al Harasis 751,56466,Valid,Typical meteorite,L5,378,Found,Found: the meteorite's fall was not observed,Unknown,19.828890,56.447220,"(19.828890, 56.447220)"
Jiddat al Harasis 794,56526,Valid,Typical meteorite,L5,387,Found,Found: the meteorite's fall was not observed,Unknown,19.969440,55.987780,"(19.969440, 55.987780)"
Northwest Africa 053,17063,Valid,Typical meteorite,R4,390,Found,Found: the meteorite's fall was not observed,Unknown,32.050000,-3.033330,"(32.050000, -3.033330)"
Northwest Africa 2036,17611,Valid,Typical meteorite,EL6,390,Found,Found: the meteorite's fall was not observed,Unknown,31.591670,-5.766670,"(31.591670, -5.766670)"
Ness County (c),16948,Valid,Typical meteorite,OC,399,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 793,56525,Valid,Typical meteorite,L5,420,Found,Found: the meteorite's fall was not observed,Unknown,19.929440,55.957780,"(19.929440, 55.957780)"
Northwest Africa 056,17066,Valid,Typical meteorite,H5,436,Found,Found: the meteorite's fall was not observed,Unknown,27.166670,-9.500000,"(27.166670, -9.500000)"
Northwest Africa 4054,34326,Valid,Typical meteorite,H5,454,Found,Found: the meteorite's fall was not observed,Unknown,,,
Fengzhen,10087,Valid,Typical meteorite,"Iron, IIIAB",458,Found,Found: the meteorite's fall was not observed,Unknown,40.500000,113.000000,"(40.500000, 113.000000)"
Northwest Africa 4068,34340,Valid,Typical meteorite,H4/5,460,Found,Found: the meteorite's fall was not observed,Unknown,,,
Northwest Africa 4908,47088,Valid,Typical meteorite,Eucrite,464,Found,Found: the meteorite's fall was not observed,Unknown,0.000000,0.000000,"(0.000000, 0.000000)"
Jiddat al Harasis 738,56453,Valid,Typical meteorite,H5,469,Found,Found: the meteorite's fall was not observed,Unknown,19.768060,56.397780,"(19.768060, 56.397780)"
Northwest Africa 4069,34341,Valid,Typical meteorite,L6,506,Found,Found: the meteorite's fall was not observed,Unknown,,,
Jiddat al Harasis 726,56441,Valid,Typical meteorite,L6,507,Found,Found: the meteorite's fall was not observed,Unknown,19.698330,55.254720,"(19.698330, 55.254720)"
Hammadah al Hamra 260,11743,Valid,Typical meteorite,L6,530,Found,Found: the meteorite's fall was not observed,Unknown,28.613000,12.947170,"(28.613000, 12.947170)"
Jiddat al Harasis 782,56512,Valid,Typical meteorite,L4,532,Found,Found: the meteorite's fall was not observed,Unknown,19.797780,56.544720,"(19.797780, 56.544720)"
Northwest Africa 2601,33122,Valid,Typical meteorite,L3,576,Found,Found: the meteorite's fall was not observed,Unknown,0.000000,0.000000,"(0.000000, 0.000000)"
Jiddat al Harasis 739,56454,Valid,Typical meteorite,L4,587,Found,Found: the meteorite's fall was not observed,Unknown,19.832780,56.435830,"(19.832780, 56.435830)"
